step,users,step_conversion_pct,overall_conversion_pct
1_view_item,61252,,100.0
2_add_to_cart,12545,20.480963886893488,20.480963886893488
3_begin_checkout,9715,77.44121163810283,15.8607065891726
4_purchase,4419,45.48636129696346,7.214458303402338
